movie_title,Production Budget,Worldwide Gross,genre,duration,num_critic_for_reviews,actor_1_facebook_likes,imdb_score,weekendTotal,midweekTotal,quarter
Zoolander,28000000,60780981,Comedy,90.0,135.0,14000.0,6.6,31848000.0,4621000.0,3
No Reservations,28000000,91943956,Romantic Comedy,104.0,171.0,943.0,6.3,23001594.0,9048868.0,3
Pride & Prejudice,28000000,126549607,Drama,135.0,177.0,422.0,7.8,19000000.0,8001731.0,4
30 Minutes or Less,28000000,40966716,Comedy,83.0,220.0,731.0,6.1,25067355.0,8331064.0,3
Dracula 2000,28000000,33000377,Horror,99.0,122.0,18000.0,4.9,16498350.0,9246501.0,4
Blade Runner,28000000,33139618,Thriller/Suspense,117.0,302.0,11000.0,8.2,101345.0,51737.0,2
3 Days to Kill,28000000,38959900,Thriller/Suspense,123.0,211.0,933.0,6.2,22998163.0,5849674.0,1
Kick-Ass 2,28000000,63129909,Action,103.0,350.0,17000.0,6.6,20643300.0,5638610.0,3
We Own the Night,28000000,55307857,Drama,117.0,222.0,3000.0,6.9,20059779.0,5426230.0,4
A Walk Among the Tombstones,28000000,62108587,Action,114.0,253.0,14000.0,6.5,19446360.0,4971915.0,3
The Spy Next Door,28000000,46752858,Comedy,94.0,97.0,1000.0,5.4,18170768.0,2342678.0,1
Brick Mansions,28000000,73421224,Action,100.0,177.0,23000.0,5.7,15754957.0,3450829.0,2
Just My Luck,28000000,38159905,Romantic Comedy,103.0,98.0,806.0,5.3,12767833.0,3143166.0,2
Lost Souls,28000000,31320293,Thriller/Suspense,97.0,100.0,497.0,4.8,11258000.0,2485912.0,4
Pride and Prejudice and Zombies,28000000,16311335,Black Comedy,108.0,225.0,2000.0,5.8,8192790.0,1758244.0,1
A Simple Wish,28000000,8165213,Comedy,89.0,21.0,1000.0,5.4,4279030.0,2212075.0,3
How to Lose Friends & Alienate People,28000000,12031443,Comedy,110.0,135.0,480.0,6.5,1430294.0,447789.0,4
Knocked Up,27500000,219265952,Romantic Comedy,133.0,251.0,11000.0,7.0,93875699.0,36622680.0,2
My Sister's Keeper,27500000,96673002,Drama,109.0,148.0,673.0,7.4,28601634.0,15526231.0,2
Joyful Noise,27500000,31157914,Musical,118.0,98.0,1000.0,5.7,22887876.0,4654057.0,1
Notes on a Scandal,27500000,50578411,Drama,92.0,220.0,386.0,7.4,12380430.0,3663447.0,4
Rendition,27500000,26939925,Thriller/Suspense,122.0,131.0,24000.0,6.8,4060000.0,1766000.0,4
Anonymous,27500000,15815509,Thriller/Suspense,130.0,288.0,898.0,6.9,3186859.0,974080.0,4
Kiss the Girls,27000000,60527873,Thriller/Suspense,115.0,83.0,11000.0,6.6,38242447.0,8791868.0,4
The Sisterhood of the Traveling Pants 2,27000000,44270131,Adventure,119.0,73.0,953.0,6.2,22419802.0,17969218.0,3
Money Monster,27000000,93469699,Thriller/Suspense,98.0,268.0,8000.0,6.7,29293605.0,8159083.0,2
About a Boy,27000000,130759651,Romantic Comedy,101.0,158.0,66.0,7.1,24470435.0,6944500.0,2
Lake Placid,27000000,31770413,Thriller/Suspense,82.0,152.0,1000.0,5.6,18365000.0,6546201.0,3
Lucky Number Slevin,27000000,55495466,Thriller/Suspense,110.0,202.0,13000.0,7.8,11784721.0,3973080.0,2
Dark City,27000000,27257061,Thriller/Suspense,111.0,222.0,3000.0,7.7,8864000.0,1994167.0,1
The Duchess,27000000,45160110,Drama,110.0,194.0,3000.0,6.9,9791375.0,3014440.0,3
Case 39,27000000,28773827,Horror,109.0,167.0,14000.0,6.2,9925782.0,2380281.0,4
The Newton Boys,27000000,10341093,Drama,123.0,63.0,11000.0,6.0,5814000.0,1196324.0,1
Suspect Zero,27000000,8712564,Thriller/Suspense,99.0,101.0,748.0,5.9,3419638.0,337000.0,3
Formula 51,27000000,5204007,Action,93.0,95.0,783.0,6.3,2817719.0,462000.0,4
Flawless,27000000,4485485,Drama,112.0,78.0,22000.0,6.4,1920000.0,1074091.0,4
Mindhunters,27000000,16566235,Thriller/Suspense,101.0,127.0,1000.0,6.4,2900000.0,807000.0,2
Paul Blart: Mall Cop,26000000,185904750,Comedy,91.0,167.0,567.0,5.2,111943247.0,17368939.0,1
Freaky Friday,26000000,160822438,Comedy,97.0,129.0,2000.0,6.1,64672903.0,29175000.0,3
Shakespeare in Love,26000000,279500000,Romantic Comedy,123.0,134.0,1000.0,7.2,61517725.0,18961096.0,4
Ever After: A Cinderella Story,26000000,65705772,Drama,121.0,92.0,1000.0,7.0,39538498.0,16188660.0,3
Open Range,26000000,68613992,Western,139.0,153.0,3000.0,7.5,38469116.0,10155000.0,3
Red Eye,26000000,96666486,Thriller/Suspense,85.0,224.0,332.0,6.5,42549791.0,9531279.0,3
New Year's Eve,26000000,146850273,Romantic Comedy,113.0,200.0,22000.0,5.7,34478286.0,14441080.0,4
Pain & Gain,26000000,81275291,Action,129.0,335.0,12000.0,6.5,37268411.0,9162511.0,2
Final Destination 2,26000000,90396664,Horror,90.0,175.0,748.0,6.2,33004500.0,5395000.0,1
In Good Company,26000000,63489752,Comedy,109.0,157.0,19000.0,6.5,29552540.0,5146000.0,4
Legion,26000000,67647574,Thriller/Suspense,100.0,226.0,2000.0,5.2,31112129.0,6236807.0,1
Clockstoppers,26000000,38788828,Adventure,94.0,69.0,2000.0,5.2,25618000.0,4964000.0,1
Brothers,26000000,45043870,Drama,105.0,217.0,20000.0,7.1,20325819.0,5982426.0,4
The Best of Me,26000000,41059418,Drama,118.0,85.0,775.0,6.7,20028673.0,5170083.0,4
Agent Cody Banks 2: Destination London,26000000,28703083,Comedy,100.0,55.0,1000.0,4.5,13956083.0,3488000.0,1
Original Sin,26000000,16521410,Thriller/Suspense,118.0,93.0,11000.0,6.0,9645000.0,3621124.0,3
The Raven,26000000,30601801,Thriller/Suspense,110.0,265.0,771.0,6.4,11739957.0,3188976.0,2
Welcome to Mooseport,26000000,14469428,Comedy,110.0,82.0,826.0,5.2,10296541.0,1775000.0,1
16 Blocks,45000000,65595141,Action,102.0,199.0,13000.0,6.6,26181667.0,6472107.0,1
Cellular,45000000,61475984,Thriller/Suspense,94.0,127.0,550.0,6.5,23565000.0,4705000.0,3
The Ant Bully,45000000,49610898,Adventure,88.0,105.0,12000.0,5.9,12359875.0,6389384.0,3
Johnny English,45000000,163126676,Comedy,87.0,122.0,427.0,6.1,13461215.0,6014000.0,3
Aliens in the Attic,45000000,59551283,Adventure,86.0,82.0,1000.0,5.4,16405725.0,6562809.0,3
Across the Universe,45000000,29367143,Musical,133.0,156.0,5000.0,7.4,8021212.0,2921349.0,3
Revolutionary Road,45000000,79564960,Drama,119.0,323.0,29000.0,7.3,16374554.0,4758689.0,4
Babylon A.D.,45000000,70216497,Action,101.0,164.0,14000.0,5.6,16720769.0,3196579.0,3
The Pledge,45000000,29406132,Drama,124.0,150.0,723.0,6.8,7144000.0,3168010.0,1
The Ghost Writer,45000000,65532491,Thriller/Suspense,128.0,343.0,854.0,7.2,11361272.0,3178469.0,1
All the Pretty Horses,45000000,18120267,Western,220.0,85.0,13000.0,5.8,4083564.0,5048623.0,4
Bangkok Dangerous,45000000,46598133,Action,99.0,125.0,12000.0,5.4,11220530.0,2465804.0,3
Dredd,45000000,41467606,Action,95.0,432.0,409.0,7.1,9523497.0,2923444.0,3
Deep Rising,45000000,11203026,Action,106.0,106.0,3000.0,6.0,7279000.0,1334481.0,1
Johnny English Reborn,45000000,164539660,Comedy,101.0,152.0,219.0,6.3,6495070.0,1379235.0,4
Miracle at St. Anna,45000000,9676497,Drama,160.0,158.0,23000.0,6.0,5214298.0,1291909.0,3
Big Trouble,45000000,8488871,Comedy,74.0,87.0,11000.0,6.5,3544000.0,585000.0,2
Love in the Time of Cholera,45000000,31077418,Drama,139.0,115.0,267.0,6.4,1925000.0,165000.0,4
Argo,44500000,227140757,Thriller/Suspense,130.0,656.0,1000.0,7.7,97893549.0,29061077.0,4
Charlie St. Cloud,44000000,48478084,Drama,99.0,117.0,405.0,6.5,20146125.0,7990735.0,3
The Interview,44000000,12342632,Comedy,112.0,293.0,11000.0,6.6,3389977.0,2253304.0,1
The Heat,43000000,229727774,Comedy,123.0,270.0,975.0,6.6,104304224.0,41968028.0,2
Finding Forrester,43000000,80013623,Drama,136.0,137.0,670.0,7.3,26630000.0,9163367.0,4
28 Days,43000000,62063972,Comedy,103.0,116.0,12000.0,6.0,24699187.0,7296443.0,2
The Sweetest Thing,43000000,63078756,Romantic Comedy,90.0,99.0,44.0,5.1,17191000.0,3649000.0,2
The Mechanic,42500000,76347393,Action,93.0,252.0,26000.0,6.6,21456011.0,5376616.0,1
21 Jump Street,42000000,202812429,Comedy,109.0,375.0,17000.0,7.2,99702274.0,28273025.0,1
Notting Hill,42000000,363728226,Romantic Comedy,124.0,150.0,8000.0,7.0,69904000.0,27069925.0,2
Chicken Run,42000000,227793915,Adventure,84.0,187.0,579.0,7.0,56569020.0,29954189.0,2
Along Came Polly,42000000,173044410,Romantic Comedy,90.0,108.0,22000.0,5.9,65632275.0,10820000.0,1
Brno,42000000,138708527,Comedy,81.0,288.0,468.0,5.8,42932405.0,11705200.0,3
Here Comes the Boom,42000000,73239258,Comedy,105.0,154.0,4000.0,6.5,35292577.0,7037104.0,4
High Crimes,42000000,63781100,Thriller/Suspense,115.0,114.0,11000.0,6.3,27729000.0,5761000.0,2
Red Riding Hood,42000000,91678442,Thriller/Suspense,100.0,291.0,10000.0,5.4,28401773.0,6941196.0,1
The Mothman Prophecies,42000000,56438555,Thriller/Suspense,119.0,166.0,650.0,6.5,23511000.0,4553000.0,1
One for the Money,42000000,36197221,Comedy,91.0,127.0,922.0,5.3,20230933.0,4739309.0,1
15 Minutes,42000000,56331864,Thriller/Suspense,120.0,151.0,22000.0,6.1,16097000.0,4652532.0,1
Lord of War,42000000,60437727,Action,122.0,168.0,12000.0,7.6,16887203.0,4208249.0,3
Man on a Ledge,42000000,45688337,Thriller/Suspense,102.0,258.0,107.0,6.6,14040334.0,3510530.0,1
The Warrior's Way,42000000,8514325,Western,100.0,95.0,624.0,6.3,4194794.0,1070100.0,4
8 Mile,41000000,245768384,Drama,110.0,119.0,1000.0,7.0,88764360.0,16579000.0,4
A Knight's Tale,41000000,100622586,Adventure,144.0,167.0,13000.0,6.9,39333700.0,9587267.0,2
The Medallion,41000000,22108977,Comedy,108.0,98.0,687.0,5.2,13764306.0,2596000.0,3
The Big Year,41000000,7684524,Comedy,100.0,108.0,734.0,6.2,5346462.0,1406719.0,4
The Sixth Sense,40000000,672806292,Thriller/Suspense,107.0,234.0,13000.0,8.1,187727000.0,58573045.0,3
The Karate Kid,40000000,351774938,Adventure,126.0,81.0,668.0,7.2,120664694.0,38580431.0,2
Fifty Shades of Grey,40000000,570998101,Drama,129.0,362.0,1000.0,4.1,128869725.0,25702340.0,1
The Proposal,40000000,314709717,Romantic Comedy,108.0,224.0,16000.0,6.7,98093685.0,44075156.0,2
American Hustle,40000000,257878294,Black Comedy,138.0,538.0,34000.0,7.3,79252883.0,28356797.0,4
Cheaper by the Dozen,40000000,190212113,Comedy,94.0,104.0,3000.0,5.8,79589102.0,36364000.0,4
Lucy,40000000,457507776,Action,89.0,433.0,19000.0,6.4,88620575.0,27209955.0,3
Lone Survivor,40000000,149804632,Action,121.0,319.0,480.0,7.6,93726099.0,21332756.0,4
Double Jeopardy,40000000,177835231,Action,105.0,129.0,984.0,6.4,85687000.0,19209443.0,3
Spy Kids 3-D: Game Over,40000000,167851995,Adventure,84.0,93.0,13000.0,4.1,68031000.0,23289000.0,3
The Social Network,40000000,224922135,Drama,120.0,556.0,10000.0,7.7,71042478.0,18914912.0,4
42,40000000,97470701,Drama,128.0,216.0,11000.0,7.5,72720904.0,16465502.0,2
Julie & Julia,40000000,126646119,Comedy,123.0,252.0,11000.0,7.0,59863548.0,23098849.0,3
He's Just Not That Into You,40000000,181053657,Romantic Comedy,129.0,161.0,97.0,6.4,71381743.0,15899547.0,1
Ride Along 2,40000000,124827316,Comedy,102.0,119.0,2000.0,5.9,70446170.0,11910865.0,1
Scary Movie 4,40000000,178710620,Comedy,89.0,151.0,2000.0,5.1,67604007.0,10292795.0,2
Get Hard,40000000,106511453,Comedy,107.0,173.0,8000.0,6.0,67638290.0,16944130.0,1
Lions for Lambs,35000000,63211088,Drama,92.0,227.0,11000.0,6.2,11163191.0,2265822.0,4
The Tree of Life,35000000,61721826,Drama,139.0,584.0,11000.0,6.7,8496989.0,3432763.0,2
American Outlaws,35000000,13601109,Western,94.0,44.0,694.0,6.0,5235000.0,2119678.0,3
Zoom,35000000,12506188,Adventure,83.0,63.0,2000.0,4.2,4510408.0,1522158.0,3
The Young Victoria,35000000,31878891,Drama,100.0,188.0,2000.0,7.3,6744749.0,2071988.0,4
Sabotage,35000000,18376443,Action,109.0,233.0,1000.0,5.7,7790666.0,2003000.0,1
Knock Off,35000000,10319915,Action,91.0,67.0,635.0,4.8,6927000.0,1290608.0,3
Whiteout,35000000,12254746,Thriller/Suspense,101.0,166.0,1000.0,5.5,7669015.0,1984676.0,3
Unfinished Business,35000000,12819501,Comedy,91.0,90.0,1000.0,5.4,7464058.0,2071454.0,1
The Fountain,35000000,15461638,Drama,96.0,274.0,20000.0,7.3,3768702.0,2568413.0,4
The Walk,35000000,61173364,Drama,123.0,335.0,23000.0,7.4,6556132.0,2364861.0,3
Mandela: Long Walk to Freedom,35000000,29890402,Drama,141.0,211.0,113.0,7.1,4045403.0,1706907.0,4
Punisher: War Zone,35000000,10157534,Action,103.0,151.0,3000.0,6.0,5655349.0,969531.0,4
The Order,35000000,11559747,Thriller/Suspense,102.0,112.0,13000.0,5.1,4439746.0,934000.0,3
A Good Year,35000000,42064105,Drama,117.0,147.0,883.0,6.9,5749635.0,1224814.0,4
Femme Fatale,35000000,16830252,Thriller/Suspense,114.0,149.0,548.0,6.3,4024414.0,1308000.0,4
Biutiful,35000000,24687524,Drama,148.0,288.0,30.0,7.5,3503271.0,1108814.0,1
The Darkest Hour,34800000,62831715,Action,89.0,195.0,614.0,4.9,11776871.0,6107615.0,4
The Maze Runner,34000000,348319861,Thriller/Suspense,113.0,297.0,988.0,6.8,81434963.0,15397770.0,3
The Longest Ride,34000000,63802928,Drama,128.0,117.0,989.0,7.1,28501405.0,6881414.0,2
Chill Factor,34000000,11263966,Action,102.0,68.0,372.0,5.2,6741000.0,2543220.0,3
The Astronaut's Wife,34000000,10672566,Thriller/Suspense,109.0,107.0,40000.0,5.3,6748000.0,1845967.0,3
I Dreamed of Africa,34000000,14291999,Drama,114.0,52.0,818.0,5.6,2879929.0,1282157.0,2
Big Momma's House,33000000,173559438,Comedy,99.0,100.0,826.0,5.1,75379041.0,25423888.0,2
Exit Wounds,33000000,79958599,Action,101.0,107.0,2000.0,5.5,37000000.0,7847202.0,1
Step Up Revolution,33000000,165552290,Drama,99.0,121.0,3000.0,6.5,23038804.0,9003288.0,3
Snakes on a Plane,33000000,62020814,Thriller/Suspense,105.0,285.0,852.0,5.6,21400000.0,5255000.0,3
The Punisher,33000000,54533774,Action,140.0,192.0,669.0,6.5,24679000.0,5680000.0,2
The Watcher,33000000,47267829,Thriller/Suspense,97.0,103.0,18000.0,5.3,20643000.0,4753172.0,3
Safe,33000000,41495213,Action,94.0,258.0,26000.0,6.5,12567051.0,3424854.0,2
Doomsday,33000000,21621188,Action,113.0,254.0,165.0,6.0,7731690.0,2100450.0,1
Pushing Tin,33000000,8408835,Comedy,124.0,56.0,11000.0,6.0,5098000.0,1411559.0,2
The Young and Prodigious T.S. Spivet,33000000,357687,Adventure,105.0,122.0,716.0,7.1,56874.0,33193.0,3
Bridesmaids,32500000,289527030,Comedy,131.0,371.0,722.0,6.8,110392390.0,42353725.0,2
The Reader,32500000,112964875,Drama,124.0,299.0,14000.0,7.6,15930390.0,5348674.0,4
The Big Wedding,32500000,48425971,Romantic Comedy,89.0,133.0,49000.0,5.6,15810326.0,4588074.0,2
Wanderlust,32500000,24159934,Comedy,98.0,163.0,1000.0,5.6,12759415.0,3470610.0,1
Elf,32000000,220236410,Comedy,97.0,152.0,22000.0,6.9,121525000.0,36613000.0,4
Snow Dogs,32000000,116898028,Comedy,99.0,67.0,773.0,5.1,49879000.0,5706000.0,1
Nacho Libre,32000000,99296462,Comedy,92.0,163.0,678.0,5.7,52689584.0,18015099.0,2
Takers,32000000,70587268,Drama,107.0,119.0,23000.0,6.2,43535152.0,8759959.0,3
Source Code,32000000,140428499,Thriller/Suspense,93.0,522.0,15000.0,7.5,40779621.0,10581696.0,2
Stigmata,32000000,89441732,Horror,103.0,131.0,826.0,6.2,36214000.0,8591886.0,3
Men of Honor,32000000,82339483,Drama,129.0,98.0,22000.0,7.2,23600343.0,6436240.0,4
The Number 23,32000000,77593167,Thriller/Suspense,98.0,224.0,8000.0,6.4,27320000.0,6160000.0,1
Dreamer: Inspired by a True Story,32000000,39498360,Drama,98.0,75.0,649.0,6.9,23834340.0,3701825.0,4
A History of Violence,32000000,61477797,Drama,96.0,441.0,10000.0,7.5,19500000.0,4817000.0,3
The Incredible Burt Wonderstone,32000000,27392609,Comedy,100.0,260.0,12000.0,5.9,16733714.0,4311706.0,1
Laws of Attraction,32000000,29948322,Romantic Comedy,90.0,90.0,638.0,5.9,13482000.0,2698000.0,2
Going the Distance,32000000,43603990,Romantic Comedy,102.0,167.0,839.0,6.3,12395545.0,3324397.0,3
Repo Men,32000000,18195238,Action,119.0,197.0,1000.0,6.3,9946320.0,2785530.0,1
Criminal,31500000,38771262,Action,113.0,130.0,10000.0,6.3,10725878.0,3040525.0,2
Flight,31000000,160558438,Drama,138.0,449.0,18000.0,7.3,68649528.0,18564850.0,4
Get on Up,30000000,33339868,Drama,139.0,165.0,521.0,6.9,22712145.0,5548275.0,3
The Five-Year Engagement,30000000,61623819,Romantic Comedy,131.0,232.0,2000.0,6.2,20752020.0,6056825.0,2
Winnie the Pooh,30000000,50145607,Adventure,63.0,162.0,759.0,7.3,15603529.0,6988610.0,3
Bulworth,30000000,29203383,Comedy,108.0,110.0,631.0,6.8,16842736.0,4109465.0,2
Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,Comedy,85.0,85.0,577.0,3.4,15317000.0,5220000.0,2
One True Thing,30000000,26708196,Drama,127.0,64.0,11000.0,7.0,15678340.0,4004010.0,3
Sanctum,30000000,104283753,Adventure,108.0,244.0,2000.0,5.9,17106765.0,3940415.0,1
My Super Ex-Girlfriend,30000000,60772856,Comedy,95.0,147.0,973.0,5.1,14937518.0,5565787.0,3
The Next Three Days,30000000,67255916,Thriller/Suspense,133.0,239.0,10000.0,7.4,15066069.0,4784667.0,4
Little Black Book,30000000,21758371,Romantic Comedy,105.0,73.0,1000.0,5.2,10972512.0,4361000.0,3
Runner Runner,30000000,60512680,Thriller/Suspense,88.0,184.0,3000.0,5.6,13880814.0,3944151.0,4
The Replacement Killers,30000000,19035741,Action,96.0,105.0,978.0,6.1,13115000.0,2236367.0,1
Ultraviolet,30000000,30962112,Action,94.0,158.0,14000.0,4.4,12746328.0,2477708.0,1
North Country,30000000,23676771,Drama,126.0,155.0,10000.0,7.3,9982693.0,2832288.0,4
Fright Night,30000000,40520649,Horror,106.0,358.0,596.0,6.4,12519838.0,3650812.0,3
Steve Jobs,30000000,35579007,Drama,122.0,412.0,14000.0,7.2,13192230.0,3452979.0,4
Eight Legged Freaks,30000000,36722311,Comedy,99.0,181.0,19000.0,5.4,8129238.0,4935894.0,3
Splice,30000000,26857459,Horror,104.0,368.0,900.0,5.8,11903026.0,3672064.0,2
88 Minutes,30000000,32955399,Thriller/Suspense,108.0,158.0,14000.0,5.9,12889001.0,2985349.0,2
The Whole Ten Yards,30000000,26323969,Comedy,98.0,74.0,13000.0,5.5,7940348.0,1297000.0,2
Pride and Glory,30000000,43440721,Drama,130.0,154.0,1000.0,6.7,11464689.0,3210455.0,4
The Cave,30000000,27147991,Horror,93.0,140.0,849.0,5.1,10451344.0,2166878.0,3
Godsend,30000000,16910708,Thriller/Suspense,102.0,130.0,22000.0,4.8,10674000.0,1858000.0,2
Alex & Emma,30000000,15358583,Drama,96.0,73.0,372.0,5.6,7026202.0,2508000.0,2
Wicker Park,30000000,21577076,Thriller/Suspense,114.0,98.0,489.0,7.0,7920041.0,1770000.0,3
The New World,30000000,26184400,Adventure,150.0,222.0,23000.0,6.7,4000000.0,875000.0,4
The Last Stand,30000000,48330757,Action,107.0,376.0,971.0,6.4,8877736.0,2016389.0,1
In Dreams,30000000,12017369,Horror,100.0,62.0,21000.0,5.5,2075000.0,866821.0,1
Wing Commander,30000000,11578022,Action,100.0,85.0,811.0,4.1,7607000.0,1591787.0,1
Antitrust,30000000,17865209,Thriller/Suspense,109.0,123.0,779.0,6.1,2286000.0,1448165.0,1
Dead Man Down,30000000,19599974,Thriller/Suspense,118.0,217.0,3000.0,6.5,7884559.0,2244827.0,1
An Unfinished Life,30000000,18535575,Drama,108.0,107.0,11000.0,7.0,3800000.0,520000.0,3
The Assassination of Jesse James by the Coward Robert Ford,30000000,15313631,Western,160.0,273.0,11000.0,7.5,538573.0,135224.0,3
Supercross,30000000,3252550,Action,80.0,41.0,17000.0,4.0,1708257.0,991890.0,3
Machine Gun Preacher,30000000,3721988,Drama,129.0,134.0,18000.0,6.8,360990.0,133476.0,3
Pitch Perfect 2,29000000,287130801,Comedy,115.0,221.0,10000.0,6.5,134977760.0,32184075.0,2
Walk the Line,29000000,187707495,Drama,153.0,291.0,523.0,7.9,63805462.0,20300700.0,4
The Boss,29000000,78652395,Comedy,99.0,154.0,22000.0,5.3,48240360.0,11297735.0,2
Once Upon a Time in Mexico,29000000,97413527,Action,102.0,178.0,40000.0,6.4,41772726.0,8766000.0,3
Keeping the Faith,29000000,45336404,Romantic Comedy,128.0,148.0,955.0,6.4,26391537.0,6384440.0,2
Florence Foster Jenkins,29000000,44267641,Drama,110.0,87.0,11000.0,7.1,17693847.0,7167086.0,3
The Borrowers,29000000,54045832,Comedy,89.0,42.0,1000.0,5.8,14435000.0,1568432.0,1
Frost/Nixon,29000000,28452945,Drama,122.0,302.0,2000.0,7.7,12669009.0,4563599.0,4
Seed of Chucky,29000000,24716190,Horror,88.0,148.0,1000.0,4.9,12152000.0,961000.0,4
Serving Sara,29000000,20146150,Romantic Comedy,99.0,64.0,2000.0,5.3,10263746.0,2257000.0,3
Confessions of a Dangerous Mind,29000000,33013805,Drama,113.0,181.0,504.0,7.1,5803000.0,1278000.0,4
Taking Woodstock,29000000,10066366,Drama,120.0,210.0,579.0,6.7,5422693.0,1253839.0,3
Mumford,28700000,4559569,Comedy,112.0,65.0,11000.0,6.9,2943000.0,731478.0,3
The Jacket,28500000,15452978,Thriller/Suspense,94.0,161.0,1000.0,7.1,2808034.0,838000.0,1
Straight Outta Compton,28000000,202043881,Drama,167.0,349.0,559.0,7.9,115290325.0,31422895.0,3
The Rugrats Movie,28000000,140894685,Adventure,83.0,45.0,971.0,5.9,63318000.0,15000933.0,4
Along Came a Spider,28000000,105159085,Thriller/Suspense,104.0,133.0,11000.0,6.3,53070980.0,13363145.0,2
Safe Haven,28000000,94050951,Drama,115.0,184.0,576.0,6.7,46818882.0,19688385.0,1
The Big Short,28000000,133162752,Drama,130.0,426.0,33000.0,7.8,44391958.0,20120449.0,4
Role Models,28000000,94500826,Comedy,101.0,173.0,833.0,6.9,48396585.0,14024760.0,4
Miracle,28000000,64474705,Drama,135.0,129.0,639.0,7.5,48167069.0,7304000.0,1
Last Vegas,28000000,112914167,Comedy,105.0,222.0,22000.0,6.6,46079412.0,13352227.0,1
The Wedding Planner,28000000,94728529,Romantic Comedy,103.0,108.0,11000.0,5.2,35847000.0,9538630.0,1
The Curse of the Jade Scorpion,26000000,18496522,Comedy,103.0,116.0,11000.0,6.8,2489500.0,600578.0,3
The Fifth Estate,26000000,6154172,Drama,128.0,224.0,19000.0,6.2,2244241.0,697202.0,4
Blood Ties,26000000,2923959,Drama,144.0,91.0,15000.0,6.5,28785.0,10296.0,1
The Constant Gardener,25500000,86301599,Drama,129.0,226.0,883.0,7.5,19300000.0,5976997.0,3
W.,25100000,28575778,Drama,129.0,242.0,2000.0,6.4,19098903.0,4082061.0,4
The Passion of the Christ,25000000,622341924,Drama,120.0,406.0,260.0,7.1,233114194.0,108057889.0,1
The Help,25000000,213120004,Drama,146.0,373.0,15000.0,8.1,99964265.0,47824206.0,3
Gran Torino,25000000,274543085,Drama,116.0,366.0,16000.0,8.2,108516989.0,28001843.0,4
Taken,25000000,226941585,Thriller/Suspense,93.0,309.0,14000.0,7.9,111453166.0,23689518.0,1
Ride Along,25000000,153733800,Comedy,99.0,146.0,655.0,6.2,105487695.0,16948095.0,1
Scooby-Doo 2: Monsters Unleashed,25000000,181185387,Comedy,93.0,94.0,4000.0,4.9,63011148.0,11560000.0,1
Anchorman: The Legend of Ron Burgundy,25000000,89476265,Comedy,98.0,181.0,640000.0,7.2,52392703.0,19991000.0,3
Freddy vs. Jason,25000000,114576403,Horror,97.0,273.0,918.0,5.8,59446000.0,12651000.0,3
Bridge to Terabithia,25000000,137984788,Drama,96.0,181.0,14000.0,7.2,57598237.0,11281799.0,1
Jimmy Neutron: Boy Genius,25000000,102992536,Adventure,82.0,66.0,770.0,6.0,44578000.0,20097000.0,4
Cloverfield,25000000,171302226,Action,85.0,459.0,2000.0,7.0,62640674.0,9559219.0,1
Parental Guidance,25000000,120832383,Comedy,105.0,139.0,3000.0,6.1,41447750.0,28272900.0,4
No Country for Old Men,25000000,164051250,Action,122.0,488.0,2000.0,8.1,30600000.0,12258000.0,4
Bridget Jones's Diary,25000000,281527158,Romantic Comedy,97.0,168.0,14000.0,6.7,49074122.0,15071726.0,2
Chocolat,25000000,152500343,Drama,121.0,152.0,541.0,7.3,29552000.0,15128036.0,4
No Strings Attached,25000000,149228078,Romantic Comedy,108.0,245.0,20000.0,6.2,52344474.0,12969427.0,1
Contraband,25000000,98406855,Action,109.0,270.0,24000.0,6.5,48672595.0,11609460.0,1
The Lucky One,25000000,96633833,Drama,101.0,170.0,713.0,6.5,46292250.0,10813781.0,2
Romeo Must Die,25000000,91036760,Action,115.0,70.0,5000.0,6.1,35320403.0,13846999.0,1
The Omen,25000000,119295584,Horror,107.0,154.0,264.0,7.6,24901673.0,26733299.0,2
Final Destination 3,25000000,112798051,Horror,86.0,216.0,440.0,5.8,35600000.0,8245000.0,1
Finding Neverland,25000000,115036108,Drama,101.0,226.0,40000.0,7.8,12879000.0,4248000.0,4
The Grey,25000000,81249176,Thriller/Suspense,117.0,408.0,14000.0,6.8,38720010.0,9457860.0,1
Hide and Seek,25000000,123696741,Thriller/Suspense,101.0,180.0,22000.0,5.9,36006455.0,6102000.0,1
The House Bunny,25000000,71390601,Comedy,97.0,129.0,15000.0,5.5,36428737.0,7207724.0,3
Agent Cody Banks,25000000,58240458,Comedy,102.0,79.0,1000.0,5.0,33337457.0,5640000.0,1
Nanny McPhee,25000000,128745578,Comedy,97.0,128.0,14000.0,6.6,33002395.0,4459360.0,1
The Giver,25000000,55090374,Drama,97.0,198.0,12000.0,6.5,32145848.0,8725167.0,3
The Hours,25000000,97030468,Drama,114.0,174.0,11000.0,7.6,11806667.0,6017000.0,4
Money Talks,25000000,41076865,Action,97.0,29.0,695.0,6.1,29555950.0,5760512.0,3
There Will Be Blood,25000000,77208711,Drama,158.0,398.0,272.0,8.1,28577721.0,8208924.0,4
The Wild Thornberrys Movie,25000000,60694737,Adventure,85.0,38.0,1000.0,5.2,21597914.0,9076546.0,4
Rugrats Go Wild,25000000,55443032,Adventure,80.0,45.0,971.0,5.6,22109293.0,8116000.0,2
The Sisterhood of the Traveling Pants,25000000,41560117,Drama,119.0,88.0,2000.0,6.6,18671992.0,11334109.0,2
